,Home Team,Away Team,Score,Half Time Score,Match Excitement,Home Team Rating,Away Team Rating,Home Team Possession %,Away Team Possession %,Home Team Off Target Shots,Home Team On Target Shots,Home Team Total Shots,Home Team Blocked Shots,Home Team Corners,Home Team Throw Ins,Home Team Pass Success %,Home Team Aerials Won,Home Team Clearances,Home Team Fouls,Home Team Yellow Cards,Home Team Second Yellow Cards,Home Team Red Cards,Away Team Off Target Shots,Away Team On Target Shots,Away Team Total Shots,Away Team Blocked Shots,Away Team Corners,Away Team Throw Ins,Away Team Pass Success %,Away Team Aerials Won,Away Team Clearances,Away Team Fouls,Away Team Yellow Cards,Away Team Second Yellow Cards,Away Team Red Cards,Home Team Goals Scored,Away Team Goals Scored,Home Team Goals Conceeded,Away Team Goals Conceeded,year
528,NEWCASTLE,LIVERPOOL,2-0,0-0,3.8,7.0,5.5,40,60,4.0,1.0,6.0,1.0,2.0,22.0,68.0,21.0,22.0,6.0,3.0,0.0,0.0,7.0,1.0,10.0,2.0,7.0,33.0,78.0,34.0,11.0,10.0,1.0,0.0,0.0,2,0,0,2,2015
529,EVERTON,CRYSTAL PALACE,1-1,0-0,6.1,6.8,6.7,62,38,8.0,4.0,19.0,7.0,13.0,18.0,83.0,5.0,24.0,4.0,1.0,0.0,0.0,8.0,5.0,14.0,1.0,6.0,18.0,76.0,14.0,40.0,11.0,2.0,0.0,0.0,1,1,1,1,2015
530,NORWICH,EVERTON,1-1,0-1,4.3,6.2,6.3,41,59,5.0,2.0,9.0,2.0,5.0,17.0,77.0,8.0,35.0,9.0,1.0,0.0,0.0,10.0,3.0,15.0,2.0,4.0,26.0,83.0,14.0,23.0,6.0,0.0,0.0,0.0,1,1,1,1,2015
531,SUNDERLAND,WATFORD,0-1,0-1,3.6,5.6,6.6,49,51,11.0,2.0,14.0,1.0,8.0,21.0,73.0,12.0,28.0,6.0,1.0,0.0,0.0,2.0,8.0,13.0,3.0,3.0,20.0,73.0,26.0,28.0,9.0,0.0,0.0,0.0,0,1,1,0,2015
532,MAN CITY,SWANSEA,2-1,1-0,6.9,6.8,6.5,53,47,4.0,5.0,13.0,4.0,5.0,15.0,89.0,5.0,24.0,13.0,3.0,0.0,0.0,3.0,7.0,13.0,3.0,5.0,22.0,88.0,13.0,16.0,15.0,1.0,0.0,0.0,2,1,1,2,2015
533,WEST HAM,STOKE,0-0,0-0,4.1,7.1,6.1,47,53,6.0,10.0,24.0,8.0,11.0,24.0,74.0,23.0,35.0,7.0,1.0,0.0,0.0,4.0,3.0,12.0,5.0,7.0,22.0,75.0,22.0,23.0,9.0,2.0,0.0,0.0,0,0,0,0,2015
534,CRYSTAL PALACE,SOUTHAMPTON,1-0,1-0,3.2,6.4,5.8,44,56,3.0,5.0,12.0,4.0,8.0,29.0,64.0,18.0,40.0,11.0,0.0,0.0,0.0,8.0,3.0,15.0,4.0,5.0,24.0,75.0,18.0,47.0,13.0,0.0,0.0,0.0,1,0,0,1,2015
535,BOURNEMOUTH,MAN UTD,2-1,1-1,5.9,7.4,5.8,43,57,6.0,5.0,11.0,0.0,5.0,17.0,81.0,23.0,39.0,12.0,2.0,0.0,0.0,3.0,5.0,11.0,3.0,7.0,28.0,82.0,9.0,17.0,12.0,1.0,0.0,0.0,2,1,1,2,2015
536,ASTON VILLA,ARSENAL,0-2,0-2,4.0,5.4,7.2,46,54,12.0,2.0,18.0,4.0,5.0,15.0,83.0,13.0,17.0,8.0,0.0,0.0,0.0,3.0,4.0,8.0,1.0,5.0,18.0,84.0,14.0,20.0,7.0,0.0,0.0,0.0,0,2,2,0,2015
537,LIVERPOOL,WEST BROM,2-2,1-1,7.6,6.7,6.3,70,30,11.0,8.0,28.0,9.0,4.0,21.0,82.0,13.0,8.0,7.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,4.0,16.0,63.0,20.0,41.0,10.0,0.0,0.0,0.0,2,2,2,2,2015
538,TOTTENHAM,NEWCASTLE,1-2,1-0,6.5,6.0,6.8,58,42,7.0,8.0,20.0,5.0,6.0,40.0,76.0,15.0,28.0,13.0,2.0,0.0,0.0,2.0,4.0,8.0,2.0,2.0,30.0,65.0,14.0,25.0,14.0,2.0,0.0,0.0,1,2,2,1,2015
539,LEICESTER CITY,CHELSEA,2-1,1-0,5.7,7.0,5.7,34,66,3.0,5.0,9.0,1.0,1.0,26.0,60.0,20.0,33.0,16.0,2.0,0.0,0.0,3.0,4.0,11.0,4.0,8.0,41.0,80.0,23.0,32.0,8.0,0.0,0.0,0.0,2,1,1,2,2015
540,SOUTHAMPTON,TOTTENHAM,0-2,0-2,4.2,6.0,7.3,51,49,2.0,4.0,11.0,5.0,4.0,29.0,72.0,20.0,14.0,18.0,1.0,0.0,0.0,4.0,5.0,12.0,3.0,7.0,30.0,73.0,18.0,23.0,9.0,1.0,0.0,0.0,0,2,2,0,2015
541,STOKE,CRYSTAL PALACE,1-2,0-1,6.4,5.9,6.3,58,42,10.0,5.0,26.0,11.0,7.0,27.0,80.0,22.0,17.0,6.0,2.0,0.0,0.0,7.0,3.0,12.0,2.0,3.0,26.0,70.0,12.0,26.0,12.0,0.0,0.0,0.0,1,2,2,1,2015
542,CHELSEA,SUNDERLAND,3-1,2-0,5.4,6.7,5.4,67,33,6.0,7.0,17.0,4.0,2.0,26.0,85.0,12.0,20.0,12.0,1.0,0.0,0.0,6.0,3.0,11.0,2.0,2.0,22.0,69.0,18.0,32.0,12.0,3.0,0.0,0.0,3,1,1,3,2015
543,EVERTON,LEICESTER CITY,2-3,1-1,7.7,5.0,7.4,67,33,5.0,5.0,13.0,3.0,10.0,27.0,77.0,24.0,21.0,6.0,2.0,0.0,0.0,5.0,5.0,10.0,0.0,2.0,24.0,61.0,19.0,33.0,14.0,1.0,0.0,0.0,2,3,3,2,2015
544,WEST BROM,BOURNEMOUTH,1-2,0-0,6.4,4.9,7.2,33,67,2.0,2.0,7.0,3.0,4.0,25.0,71.0,13.0,18.0,12.0,2.0,0.0,2.0,5.0,6.0,16.0,5.0,8.0,25.0,89.0,11.0,33.0,9.0,1.0,0.0,0.0,1,2,2,1,2015
545,MAN UTD,NORWICH,1-2,0-1,5.5,6.1,7.0,69,31,6.0,2.0,11.0,3.0,11.0,33.0,82.0,13.0,6.0,4.0,0.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,19.0,70.0,15.0,69.0,10.0,2.0,0.0,0.0,1,2,2,1,2015
546,NEWCASTLE,ASTON VILLA,1-1,1-0,4.5,6.1,7.0,47,53,4.0,4.0,8.0,0.0,3.0,29.0,67.0,19.0,32.0,9.0,1.0,0.0,0.0,3.0,7.0,10.0,0.0,7.0,28.0,75.0,21.0,17.0,14.0,3.0,0.0,0.0,1,1,1,1,2015
547,WATFORD,LIVERPOOL,3-0,2-0,5.1,7.6,5.3,35,65,0.0,5.0,6.0,1.0,7.0,30.0,54.0,14.0,23.0,6.0,1.0,0.0,0.0,4.0,4.0,12.0,4.0,9.0,27.0,75.0,14.0,30.0,9.0,0.0,0.0,0.0,3,0,0,3,2015
548,SWANSEA,WEST HAM,0-0,0-0,2.7,6.8,6.8,73,27,9.0,2.0,22.0,11.0,8.0,36.0,84.0,16.0,21.0,6.0,0.0,0.0,0.0,6.0,2.0,11.0,3.0,9.0,16.0,68.0,13.0,41.0,9.0,1.0,0.0,0.0,0,0,0,0,2015
549,ARSENAL,MAN CITY,2-1,2-0,6.4,7.0,6.3,37,63,3.0,5.0,8.0,0.0,4.0,18.0,78.0,14.0,29.0,5.0,0.0,0.0,0.0,8.0,6.0,20.0,6.0,8.0,18.0,88.0,10.0,27.0,16.0,2.0,0.0,0.0,2,1,1,2,2015
550,STOKE,MAN UTD,2-0,2-0,4.5,7.6,5.8,41,59,8.0,3.0,13.0,2.0,1.0,21.0,71.0,19.0,27.0,13.0,1.0,0.0,0.0,3.0,6.0,11.0,2.0,12.0,27.0,77.0,12.0,10.0,16.0,2.0,0.0,0.0,2,0,0,2,2015
551,ASTON VILLA,WEST HAM,1-1,0-1,5.2,6.8,5.9,59,41,5.0,8.0,15.0,2.0,9.0,28.0,82.0,25.0,29.0,14.0,3.0,0.0,0.0,4.0,4.0,10.0,2.0,6.0,23.0,72.0,22.0,48.0,13.0,3.0,0.0,0.0,1,1,1,1,2015
552,LIVERPOOL,LEICESTER CITY,1-0,0-0,3.6,6.4,5.8,65,35,12.0,5.0,26.0,9.0,7.0,35.0,76.0,29.0,50.0,11.0,2.0,0.0,0.0,3.0,3.0,7.0,1.0,6.0,34.0,57.0,22.0,47.0,8.0,1.0,0.0,0.0,1,0,0,1,2015
553,MAN CITY,SUNDERLAND,4-1,0-0,5.8,7.2,4.7,66,34,6.0,9.0,19.0,4.0,5.0,22.0,88.0,12.0,20.0,10.0,1.0,0.0,0.0,8.0,3.0,11.0,0.0,1.0,9.0,78.0,15.0,24.0,11.0,1.0,0.0,0.0,4,1,1,4,2015
554,SWANSEA,WEST BROM,1-0,1-0,3.1,6.6,6.1,55,45,3.0,2.0,7.0,2.0,0.0,19.0,79.0,7.0,28.0,10.0,1.0,0.0,0.0,3.0,3.0,9.0,3.0,7.0,36.0,73.0,11.0,10.0,13.0,3.0,0.0,0.0,1,0,0,1,2015
555,CHELSEA,WATFORD,2-2,1-1,7.0,6.0,6.5,62,38,8.0,2.0,17.0,7.0,9.0,26.0,83.0,17.0,12.0,7.0,1.0,0.0,0.0,5.0,2.0,12.0,5.0,4.0,16.0,74.0,13.0,22.0,15.0,4.0,0.0,0.0,2,2,2,2,2015
556,TOTTENHAM,NORWICH,3-0,2-0,5.8,8.1,4.8,60,40,3.0,10.0,15.0,2.0,9.0,25.0,80.0,18.0,19.0,4.0,1.0,0.0,0.0,7.0,3.0,11.0,1.0,4.0,36.0,75.0,12.0,31.0,13.0,2.0,0.0,0.0,3,0,0,3,2015
557,BOURNEMOUTH,CRYSTAL PALACE,0-0,0-0,2.3,7.3,6.3,55,45,4.0,4.0,10.0,2.0,8.0,24.0,79.0,18.0,37.0,10.0,1.0,0.0,0.0,4.0,1.0,8.0,3.0,9.0,22.0,71.0,18.0,28.0,13.0,0.0,0.0,0.0,0,0,0,0,2015
558,NEWCASTLE,EVERTON,0-1,0-0,4.3,5.5,7.6,41,59,6.0,1.0,10.0,3.0,3.0,15.0,79.0,12.0,28.0,16.0,2.0,0.0,0.0,5.0,7.0,20.0,8.0,7.0,11.0,88.0,17.0,16.0,12.0,2.0,0.0,0.0,0,1,1,0,2015
559,SOUTHAMPTON,ARSENAL,4-0,1-0,6.0,8.0,5.4,35,65,5.0,5.0,14.0,4.0,3.0,21.0,74.0,7.0,22.0,10.0,1.0,0.0,0.0,3.0,5.0,8.0,0.0,4.0,25.0,85.0,18.0,20.0,9.0,0.0,0.0,0.0,4,0,0,4,2015
560,EVERTON,STOKE,3-4,1-2,9.2,5.4,7.9,51,49,6.0,3.0,15.0,6.0,6.0,20.0,85.0,5.0,17.0,10.0,2.0,0.0,0.0,1.0,5.0,8.0,2.0,2.0,15.0,86.0,8.0,31.0,12.0,1.0,0.0,0.0,3,4,4,3,2015
561,WEST BROM,NEWCASTLE,1-0,0-0,4.2,7.7,5.9,52,48,5.0,5.0,22.0,12.0,18.0,25.0,76.0,18.0,16.0,7.0,0.0,0.0,0.0,3.0,2.0,7.0,2.0,6.0,15.0,79.0,10.0,47.0,13.0,0.0,0.0,0.0,1,0,0,1,2015
562,NORWICH,ASTON VILLA,2-0,1-0,4.3,6.9,5.4,48,52,4.0,4.0,9.0,1.0,3.0,10.0,70.0,26.0,23.0,10.0,2.0,0.0,0.0,2.0,3.0,6.0,1.0,7.0,25.0,77.0,25.0,30.0,21.0,5.0,0.0,0.0,2,0,0,2,2015
563,CRYSTAL PALACE,SWANSEA,0-0,0-0,2.2,6.0,6.7,54,46,6.0,2.0,10.0,2.0,7.0,32.0,74.0,18.0,14.0,11.0,3.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,24.0,75.0,14.0,39.0,16.0,2.0,0.0,0.0,0,0,0,0,2015
564,WATFORD,TOTTENHAM,1-2,1-1,5.3,5.3,6.8,37,63,4.0,1.0,9.0,4.0,5.0,25.0,60.0,21.0,22.0,11.0,4.0,0.0,1.0,7.0,3.0,10.0,0.0,3.0,35.0,78.0,16.0,30.0,13.0,2.0,0.0,0.0,1,2,2,1,2015
565,ARSENAL,BOURNEMOUTH,2-0,1-0,5.0,7.7,5.8,51,49,4.0,6.0,12.0,2.0,9.0,14.0,85.0,15.0,11.0,7.0,2.0,0.0,0.0,3.0,3.0,10.0,4.0,3.0,18.0,84.0,8.0,27.0,8.0,0.0,0.0,0.0,2,0,0,2,2015
566,MAN UTD,CHELSEA,0-0,0-0,2.9,6.4,7.0,67,33,5.0,2.0,12.0,5.0,5.0,18.0,89.0,6.0,10.0,16.0,4.0,0.0,0.0,5.0,3.0,8.0,0.0,3.0,19.0,71.0,10.0,29.0,6.0,2.0,0.0,0.0,0,0,0,0,2015
567,WEST HAM,SOUTHAMPTON,2-1,0-1,5.7,6.8,5.8,49,51,7.0,5.0,13.0,1.0,4.0,24.0,74.0,21.0,41.0,6.0,1.0,0.0,0.0,8.0,3.0,14.0,3.0,7.0,33.0,74.0,19.0,27.0,12.0,3.0,0.0,0.0,2,1,1,2,2015
568,LEICESTER CITY,MAN CITY,0-0,0-0,3.2,6.3,6.9,39,61,7.0,4.0,11.0,0.0,1.0,28.0,62.0,11.0,36.0,11.0,1.0,0.0,0.0,9.0,5.0,21.0,7.0,13.0,27.0,76.0,24.0,35.0,8.0,4.0,0.0,0.0,0,0,0,0,2015
569,SUNDERLAND,LIVERPOOL,0-1,0-0,3.5,5.7,5.9,42,58,3.0,3.0,8.0,2.0,6.0,37.0,66.0,24.0,46.0,8.0,1.0,0.0,0.0,7.0,6.0,17.0,4.0,4.0,32.0,72.0,22.0,29.0,16.0,3.0,0.0,0.0,0,1,1,0,2015
570,WEST HAM,LIVERPOOL,2-0,1-0,5.6,8.1,5.2,36,64,5.0,10.0,18.0,3.0,3.0,21.0,66.0,26.0,54.0,11.0,1.0,0.0,0.0,9.0,2.0,23.0,12.0,9.0,29.0,78.0,13.0,19.0,8.0,1.0,0.0,0.0,2,0,0,2,2015
571,MAN UTD,SWANSEA,2-1,0-0,5.9,6.5,6.2,55,45,5.0,6.0,19.0,8.0,4.0,24.0,84.0,13.0,7.0,14.0,2.0,0.0,0.0,3.0,4.0,9.0,2.0,2.0,20.0,78.0,8.0,26.0,10.0,1.0,0.0,0.0,2,1,1,2,2015
572,NORWICH,SOUTHAMPTON,1-0,0-0,3.5,6.3,6.1,42,58,7.0,1.0,10.0,2.0,4.0,21.0,69.0,25.0,47.0,9.0,1.0,0.0,0.0,5.0,4.0,10.0,1.0,9.0,20.0,77.0,23.0,23.0,7.0,1.0,1.0,0.0,1,0,0,1,2015
573,LEICESTER CITY,BOURNEMOUTH,0-0,0-0,2.8,6.2,5.8,53,47,12.0,2.0,16.0,2.0,7.0,30.0,79.0,18.0,8.0,9.0,1.0,0.0,0.0,4.0,0.0,9.0,5.0,1.0,22.0,76.0,22.0,45.0,5.0,1.0,0.0,1.0,0,0,0,0,2015
574,SUNDERLAND,ASTON VILLA,3-1,1-0,6.4,7.9,4.2,45,55,5.0,5.0,13.0,3.0,3.0,27.0,74.0,26.0,33.0,8.0,3.0,0.0,0.0,5.0,3.0,8.0,0.0,3.0,25.0,79.0,15.0,22.0,13.0,4.0,0.0,0.0,3,1,1,3,2015
575,ARSENAL,NEWCASTLE,1-0,0-0,4.0,6.5,6.4,51,49,10.0,3.0,15.0,2.0,7.0,22.0,85.0,14.0,13.0,10.0,2.0,0.0,0.0,5.0,6.0,15.0,4.0,4.0,15.0,85.0,12.0,16.0,9.0,2.0,0.0,0.0,1,0,0,1,2015
576,WEST BROM,STOKE,2-1,0-0,6.2,6.6,5.6,46,54,6.0,5.0,17.0,6.0,4.0,24.0,74.0,11.0,16.0,7.0,1.0,0.0,0.0,2.0,3.0,10.0,5.0,6.0,22.0,78.0,18.0,21.0,15.0,1.0,0.0,1.0,2,1,1,2,2015
577,WATFORD,MAN CITY,1-2,0-0,6.0,6.1,6.9,48,52,6.0,4.0,12.0,2.0,4.0,37.0,72.0,18.0,19.0,6.0,1.0,0.0,0.0,7.0,5.0,16.0,4.0,5.0,30.0,75.0,13.0,40.0,10.0,0.0,0.0,0.0,1,2,2,1,2015
578,CRYSTAL PALACE,CHELSEA,0-3,0-1,4.7,5.6,7.9,40,60,2.0,4.0,8.0,2.0,5.0,25.0,73.0,13.0,19.0,12.0,3.0,0.0,0.0,2.0,4.0,10.0,4.0,7.0,21.0,82.0,13.0,21.0,15.0,0.0,0.0,0.0,0,3,3,0,2015
579,EVERTON,TOTTENHAM,1-1,1-1,5.4,6.7,6.7,41,59,4.0,3.0,12.0,5.0,4.0,16.0,76.0,14.0,33.0,8.0,1.0,0.0,0.0,4.0,4.0,19.0,11.0,4.0,23.0,84.0,7.0,25.0,11.0,2.0,0.0,0.0,1,1,1,1,2015
580,ASTON VILLA,CRYSTAL PALACE,1-0,0-0,3.3,7.3,5.8,51,49,3.0,3.0,13.0,7.0,9.0,26.0,79.0,20.0,26.0,15.0,2.0,0.0,0.0,7.0,1.0,9.0,1.0,0.0,35.0,73.0,21.0,18.0,9.0,1.0,0.0,0.0,1,0,0,1,2015
581,NEWCASTLE,MAN UTD,3-3,1-2,9.1,7.0,6.4,54,46,4.0,6.0,14.0,4.0,5.0,22.0,83.0,8.0,14.0,10.0,1.0,0.0,0.0,5.0,4.0,12.0,3.0,3.0,23.0,81.0,8.0,27.0,12.0,3.0,0.0,0.0,3,3,3,3,2015
582,BOURNEMOUTH,WEST HAM,1-3,1-0,6.0,5.6,7.6,49,51,3.0,4.0,11.0,4.0,4.0,31.0,75.0,10.0,25.0,8.0,1.0,0.0,0.0,4.0,5.0,10.0,1.0,7.0,35.0,74.0,21.0,20.0,5.0,1.0,0.0,0.0,1,3,3,1,2015
583,MAN CITY,EVERTON,0-0,0-0,3.4,6.9,6.6,55,45,7.0,5.0,22.0,10.0,12.0,17.0,90.0,9.0,15.0,5.0,0.0,0.0,0.0,3.0,2.0,7.0,2.0,5.0,7.0,88.0,6.0,35.0,6.0,1.0,0.0,0.0,0,0,0,0,2015
584,SWANSEA,SUNDERLAND,2-4,2-1,8.6,4.7,7.6,51,49,3.0,5.0,10.0,2.0,8.0,21.0,81.0,8.0,10.0,9.0,0.0,0.0,1.0,3.0,4.0,7.0,0.0,6.0,13.0,83.0,7.0,33.0,12.0,2.0,0.0,0.0,2,4,4,2,2015
585,STOKE,NORWICH,3-1,0-0,5.8,7.9,5.1,64,36,7.0,4.0,14.0,3.0,7.0,16.0,89.0,12.0,13.0,5.0,0.0,0.0,0.0,3.0,2.0,5.0,0.0,3.0,25.0,78.0,14.0,29.0,8.0,1.0,0.0,1.0,3,1,1,3,2015
586,CHELSEA,WEST BROM,2-2,1-1,7.6,6.0,7.0,61,39,8.0,2.0,14.0,4.0,7.0,21.0,81.0,24.0,34.0,13.0,3.0,0.0,0.0,6.0,5.0,13.0,2.0,7.0,17.0,67.0,16.0,18.0,8.0,3.0,0.0,0.0,2,2,2,2,2015
587,SOUTHAMPTON,WATFORD,2-0,1-0,4.3,7.8,5.1,51,49,7.0,7.0,15.0,1.0,8.0,16.0,77.0,20.0,30.0,9.0,1.0,0.0,0.0,0.0,1.0,4.0,3.0,1.0,20.0,74.0,15.0,29.0,11.0,2.0,0.0,0.0,2,0,0,2,2015
588,LIVERPOOL,ARSENAL,3-3,2-2,9.2,6.8,6.8,59,41,6.0,6.0,22.0,10.0,9.0,32.0,79.0,17.0,20.0,9.0,2.0,0.0,0.0,5.0,5.0,14.0,4.0,3.0,10.0,72.0,14.0,40.0,7.0,0.0,0.0,0.0,3,3,3,3,2015
589,TOTTENHAM,LEICESTER CITY,0-1,0-0,4.2,6.1,7.1,62,38,5.0,5.0,21.0,11.0,16.0,34.0,79.0,28.0,37.0,13.0,1.0,0.0,0.0,3.0,2.0,10.0,5.0,8.0,18.0,61.0,18.0,51.0,10.0,0.0,0.0,0.0,0,1,1,0,2015
590,TOTTENHAM,SUNDERLAND,4-1,1-1,6.0,8.0,3.9,67,33,9.0,11.0,26.0,6.0,11.0,24.0,84.0,17.0,19.0,8.0,0.0,0.0,0.0,2.0,2.0,5.0,1.0,3.0,22.0,66.0,9.0,33.0,13.0,2.0,0.0,0.0,4,1,1,4,2015
591,MAN CITY,CRYSTAL PALACE,4-0,2-0,5.5,8.4,5.5,53,47,6.0,4.0,17.0,7.0,5.0,15.0,83.0,16.0,34.0,10.0,0.0,0.0,0.0,5.0,3.0,9.0,1.0,6.0,27.0,77.0,16.0,10.0,11.0,2.0,0.0,0.0,4,0,0,4,2015
592,NEWCASTLE,WEST HAM,2-1,2-0,6.2,7.6,5.5,51,49,8.0,10.0,23.0,5.0,3.0,27.0,81.0,14.0,21.0,9.0,1.0,0.0,0.0,5.0,3.0,10.0,2.0,3.0,25.0,81.0,12.0,17.0,4.0,0.0,0.0,0.0,2,1,1,2,2015
593,CHELSEA,EVERTON,3-3,0-0,10.0,6.9,6.8,55,45,3.0,7.0,14.0,4.0,6.0,12.0,87.0,15.0,15.0,12.0,1.0,0.0,0.0,3.0,4.0,9.0,2.0,4.0,15.0,82.0,15.0,34.0,5.0,1.0,0.0,0.0,3,3,3,3,2015
594,SOUTHAMPTON,WEST BROM,3-0,2-0,3.9,8.0,4.8,56,44,2.0,5.0,9.0,2.0,1.0,21.0,81.0,17.0,34.0,10.0,0.0,0.0,0.0,7.0,0.0,10.0,3.0,3.0,22.0,73.0,24.0,21.0,11.0,0.0,0.0,0.0,3,0,0,3,2015
595,BOURNEMOUTH,NORWICH,3-0,1-0,5.2,7.8,4.9,45,55,6.0,8.0,15.0,1.0,5.0,28.0,74.0,18.0,26.0,8.0,1.0,0.0,0.0,3.0,3.0,10.0,4.0,3.0,26.0,79.0,15.0,21.0,13.0,1.0,0.0,0.0,3,0,0,3,2015
596,ASTON VILLA,LEICESTER CITY,1-1,0-1,4.7,5.9,6.3,56,44,5.0,5.0,14.0,4.0,3.0,30.0,78.0,44.0,17.0,13.0,3.0,0.0,0.0,5.0,5.0,12.0,2.0,4.0,23.0,72.0,15.0,33.0,15.0,2.0,0.0,0.0,1,1,1,1,2015
597,LIVERPOOL,MAN UTD,0-1,0-0,3.5,6.5,6.9,53,47,10.0,4.0,19.0,5.0,5.0,21.0,75.0,16.0,11.0,6.0,0.0,0.0,0.0,5.0,1.0,7.0,1.0,4.0,27.0,73.0,18.0,33.0,18.0,2.0,0.0,0.0,0,1,1,0,2015
598,STOKE,ARSENAL,0-0,0-0,2.7,6.8,6.5,45,55,3.0,6.0,14.0,5.0,6.0,27.0,76.0,21.0,18.0,16.0,0.0,0.0,0.0,1.0,3.0,8.0,4.0,6.0,19.0,78.0,14.0,34.0,10.0,0.0,0.0,0.0,0,0,0,0,2015
599,SWANSEA,WATFORD,1-0,1-0,3.3,7.4,6.1,57,43,4.0,2.0,10.0,4.0,6.0,25.0,80.0,13.0,57.0,8.0,2.0,0.0,0.0,7.0,2.0,12.0,3.0,3.0,31.0,72.0,23.0,29.0,11.0,2.0,0.0,0.0,1,0,0,1,2015
600,NORWICH,LIVERPOOL,4-5,2-1,9.4,5.7,7.0,48,52,0.0,5.0,6.0,1.0,3.0,32.0,70.0,28.0,32.0,10.0,0.0,0.0,0.0,2.0,7.0,13.0,4.0,3.0,27.0,75.0,31.0,31.0,14.0,1.0,0.0,0.0,4,5,5,4,2015
601,WEST BROM,ASTON VILLA,0-0,0-0,2.0,6.2,7.0,39,61,3.0,0.0,4.0,1.0,2.0,23.0,67.0,20.0,34.0,7.0,0.0,0.0,0.0,7.0,4.0,15.0,4.0,6.0,22.0,79.0,22.0,33.0,13.0,1.0,0.0,0.0,0,0,0,0,2015
602,MAN UTD,SOUTHAMPTON,0-1,0-0,2.7,5.6,7.5,55,45,5.0,1.0,8.0,2.0,4.0,35.0,72.0,18.0,22.0,11.0,0.0,0.0,0.0,5.0,2.0,7.0,0.0,4.0,29.0,66.0,33.0,28.0,8.0,0.0,0.0,0.0,0,1,1,0,2015
603,LEICESTER CITY,STOKE,3-0,1-0,4.8,7.6,5.3,45,55,7.0,5.0,15.0,3.0,8.0,33.0,72.0,22.0,19.0,10.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,4.0,27.0,76.0,27.0,25.0,13.0,1.0,0.0,0.0,3,0,0,3,2015
604,CRYSTAL PALACE,TOTTENHAM,1-3,1-0,8.1,4.9,7.9,36,64,3.0,3.0,11.0,5.0,3.0,25.0,67.0,15.0,24.0,11.0,2.0,0.0,0.0,6.0,11.0,24.0,7.0,10.0,29.0,82.0,19.0,44.0,12.0,2.0,0.0,0.0,1,3,3,1,2015
605,WATFORD,NEWCASTLE,2-1,0-0,5.2,7.2,5.8,51,49,7.0,5.0,13.0,1.0,2.0,26.0,75.0,28.0,17.0,10.0,2.0,0.0,0.0,8.0,2.0,11.0,1.0,7.0,19.0,72.0,17.0,17.0,12.0,1.0,0.0,0.0,2,1,1,2,2015
606,SUNDERLAND,BOURNEMOUTH,1-1,1-1,4.9,7.2,6.2,43,57,1.0,5.0,10.0,4.0,3.0,23.0,72.0,15.0,37.0,5.0,1.0,0.0,0.0,7.0,5.0,15.0,3.0,4.0,28.0,85.0,13.0,35.0,9.0,1.0,0.0,0.0,1,1,1,1,2015
607,WEST HAM,MAN CITY,2-2,1-1,7.9,6.3,6.4,47,53,5.0,3.0,10.0,2.0,5.0,21.0,74.0,18.0,24.0,11.0,2.0,0.0,0.0,4.0,3.0,16.0,9.0,2.0,23.0,79.0,26.0,36.0,15.0,3.0,0.0,0.0,2,2,2,2,2015
608,EVERTON,SWANSEA,1-2,1-2,5.8,5.5,7.2,60,40,11.0,2.0,20.0,7.0,7.0,25.0,83.0,21.0,11.0,5.0,0.0,0.0,0.0,1.0,5.0,7.0,1.0,1.0,13.0,77.0,8.0,37.0,12.0,3.0,0.0,0.0,1,2,2,1,2015
609,ARSENAL,CHELSEA,0-1,0-1,3.9,5.7,7.6,47,53,7.0,1.0,9.0,1.0,6.0,22.0,83.0,9.0,14.0,14.0,2.0,0.0,1.0,3.0,6.0,12.0,3.0,7.0,19.0,86.0,10.0,25.0,13.0,3.0,0.0,0.0,0,1,1,0,2015
610,ARSENAL,SOUTHAMPTON,0-0,0-0,3.8,7.5,6.3,67,33,6.0,11.0,22.0,5.0,13.0,18.0,82.0,17.0,14.0,11.0,2.0,0.0,0.0,4.0,3.0,14.0,7.0,3.0,27.0,65.0,8.0,31.0,19.0,1.0,0.0,0.0,0,0,0,0,2015
611,NORWICH,TOTTENHAM,0-3,0-2,6.4,4.9,7.7,46,54,6.0,3.0,11.0,2.0,6.0,31.0,72.0,20.0,32.0,8.0,2.0,0.0,0.0,9.0,6.0,17.0,2.0,8.0,23.0,75.0,13.0,28.0,9.0,2.0,0.0,0.0,0,3,3,0,2015
612,LEICESTER CITY,LIVERPOOL,2-0,0-0,4.6,7.6,5.8,36,64,4.0,6.0,13.0,3.0,3.0,23.0,64.0,26.0,39.0,6.0,0.0,0.0,0.0,5.0,1.0,14.0,8.0,12.0,31.0,77.0,35.0,29.0,7.0,1.0,0.0,0.0,2,0,0,2,2015
613,WEST HAM,ASTON VILLA,2-0,0-0,5.0,7.4,5.4,68,32,16.0,6.0,25.0,3.0,5.0,17.0,88.0,15.0,19.0,9.0,3.0,0.0,0.0,1.0,2.0,5.0,2.0,5.0,15.0,69.0,16.0,25.0,11.0,0.0,0.0,1.0,2,0,0,2,2015
